session_id,prompt_id,model,token_type,is_sidechain,token_count
demo-000-450c5bbc,demo-000-450c5bbc:p007,claude-sonnet-4-6,input,0,757
demo-000-450c5bbc,demo-000-450c5bbc:p007,claude-sonnet-4-6,output,0,3242
demo-000-450c5bbc,demo-000-450c5bbc:p007,claude-sonnet-4-6,cache_read,0,606955
demo-000-450c5bbc,demo-000-450c5bbc:p007,claude-sonnet-4-6,cache_write_5m,0,21767
demo-000-450c5bbc,demo-000-450c5bbc:p007,claude-sonnet-4-6,cache_write_1h,0,7851
demo-000-450c5bbc,demo-000-450c5bbc:p008,claude-opus-4-8,input,0,1241
demo-000-450c5bbc,demo-000-450c5bbc:p008,claude-opus-4-8,output,0,7961
demo-000-450c5bbc,demo-000-450c5bbc:p008,claude-opus-4-8,cache_read,0,1315609
demo-000-450c5bbc,demo-000-450c5bbc:p008,claude-opus-4-8,cache_write_5m,0,26733
demo-000-450c5bbc,demo-000-450c5bbc:p008,claude-opus-4-8,cache_write_1h,0,5421
demo-000-450c5bbc,demo-000-450c5bbc:p009,claude-sonnet-4-6,input,0,901
demo-000-450c5bbc,demo-000-450c5bbc:p009,claude-sonnet-4-6,output,0,6058
demo-000-450c5bbc,demo-000-450c5bbc:p009,claude-sonnet-4-6,cache_read,0,1091103
demo-000-450c5bbc,demo-000-450c5bbc:p009,claude-sonnet-4-6,cache_write_5m,0,30792
demo-000-450c5bbc,demo-000-450c5bbc:p009,claude-sonnet-4-6,cache_write_1h,0,2480
demo-000-450c5bbc,demo-000-450c5bbc:p010,claude-haiku-4-5,input,0,293
demo-000-450c5bbc,demo-000-450c5bbc:p010,claude-haiku-4-5,output,0,1129
demo-000-450c5bbc,demo-000-450c5bbc:p010,claude-haiku-4-5,cache_read,0,341554
demo-000-450c5bbc,demo-000-450c5bbc:p010,claude-haiku-4-5,cache_write_5m,0,19149
demo-000-450c5bbc,demo-000-450c5bbc:p010,claude-haiku-4-5,cache_write_1h,0,2527
demo-000-450c5bbc,demo-000-450c5bbc:p011,claude-haiku-4-5,input,0,321
demo-000-450c5bbc,demo-000-450c5bbc:p011,claude-haiku-4-5,output,0,3960
demo-000-450c5bbc,demo-000-450c5bbc:p011,claude-haiku-4-5,cache_read,0,1101093
demo-000-450c5bbc,demo-000-450c5bbc:p011,claude-haiku-4-5,cache_write_5m,0,38073
demo-000-450c5bbc,demo-000-450c5bbc:p011,claude-haiku-4-5,cache_write_1h,0,149
demo-000-450c5bbc,demo-000-450c5bbc:p012,claude-haiku-4-5,input,0,1391
demo-000-450c5bbc,demo-000-450c5bbc:p012,claude-haiku-4-5,output,0,790
demo-000-450c5bbc,demo-000-450c5bbc:p012,claude-haiku-4-5,cache_read,0,216091
demo-000-450c5bbc,demo-000-450c5bbc:p012,claude-haiku-4-5,cache_write_5m,0,18515
demo-000-450c5bbc,demo-000-450c5bbc:p012,claude-haiku-4-5,cache_write_1h,0,1713
demo-000-450c5bbc,demo-000-450c5bbc:p013,claude-haiku-4-5,input,0,1327
demo-000-450c5bbc,demo-000-450c5bbc:p013,claude-haiku-4-5,output,0,3190
demo-000-450c5bbc,demo-000-450c5bbc:p013,claude-haiku-4-5,cache_read,0,621207
demo-000-450c5bbc,demo-000-450c5bbc:p013,claude-haiku-4-5,cache_write_5m,0,21776
demo-000-450c5bbc,demo-000-450c5bbc:p013,claude-haiku-4-5,cache_write_1h,0,6793
demo-000-450c5bbc,demo-000-450c5bbc:p014,claude-haiku-4-5,input,0,746
demo-000-450c5bbc,demo-000-450c5bbc:p014,claude-haiku-4-5,output,0,7441
demo-000-450c5bbc,demo-000-450c5bbc:p014,claude-haiku-4-5,cache_read,0,1714209
demo-000-450c5bbc,demo-000-450c5bbc:p014,claude-haiku-4-5,cache_write_5m,0,36189
demo-000-450c5bbc,demo-000-450c5bbc:p014,claude-haiku-4-5,cache_write_1h,0,2964
demo-000-450c5bbc,demo-000-450c5bbc:p015,claude-fable-5,input,0,687
demo-000-450c5bbc,demo-000-450c5bbc:p015,claude-fable-5,output,0,4649
demo-000-450c5bbc,demo-000-450c5bbc:p015,claude-fable-5,cache_read,0,1447606
demo-000-450c5bbc,demo-000-450c5bbc:p015,claude-fable-5,cache_write_5m,0,32049
demo-000-450c5bbc,demo-000-450c5bbc:p015,claude-fable-5,cache_write_1h,0,6600
demo-000-450c5bbc,demo-000-450c5bbc:p015,claude-fable-5,server_tool_use,0,6
demo-000-450c5bbc,demo-000-450c5bbc:p016,claude-sonnet-4-6,input,0,324
demo-000-450c5bbc,demo-000-450c5bbc:p016,claude-sonnet-4-6,output,0,5754
demo-000-450c5bbc,demo-000-450c5bbc:p016,claude-sonnet-4-6,cache_read,0,1322614
demo-000-450c5bbc,demo-000-450c5bbc:p016,claude-sonnet-4-6,cache_write_5m,0,32858
demo-000-450c5bbc,demo-000-450c5bbc:p016,claude-sonnet-4-6,cache_write_1h,0,5884
demo-000-450c5bbc,demo-000-450c5bbc:p017,claude-opus-4-8,input,0,1469
demo-000-450c5bbc,demo-000-450c5bbc:p017,claude-opus-4-8,output,0,3232
demo-000-450c5bbc,demo-000-450c5bbc:p017,claude-opus-4-8,cache_read,0,694429
demo-000-450c5bbc,demo-000-450c5bbc:p017,claude-opus-4-8,cache_write_5m,0,26366
demo-000-450c5bbc,demo-000-450c5bbc:p017,claude-opus-4-8,cache_write_1h,0,3126
demo-000-450c5bbc,demo-000-450c5bbc:p018,claude-sonnet-4-6,input,0,343
demo-000-450c5bbc,demo-000-450c5bbc:p018,claude-sonnet-4-6,output,0,2883
demo-000-450c5bbc,demo-000-450c5bbc:p018,claude-sonnet-4-6,cache_read,0,524983
demo-000-450c5bbc,demo-000-450c5bbc:p018,claude-sonnet-4-6,cache_write_5m,0,17328
demo-000-450c5bbc,demo-000-450c5bbc:p018,claude-sonnet-4-6,cache_write_1h,0,7081
demo-000-450c5bbc,demo-000-450c5bbc:p018,claude-sonnet-4-6,server_tool_use,0,4
demo-000-450c5bbc,demo-000-450c5bbc:p019,claude-haiku-4-5,input,0,1098
demo-000-450c5bbc,demo-000-450c5bbc:p019,claude-haiku-4-5,output,0,5649
demo-000-450c5bbc,demo-000-450c5bbc:p019,claude-haiku-4-5,cache_read,0,1320667
demo-000-450c5bbc,demo-000-450c5bbc:p019,claude-haiku-4-5,cache_write_5m,0,22329
demo-000-450c5bbc,demo-000-450c5bbc:p019,claude-haiku-4-5,cache_write_1h,0,2308
demo-000-450c5bbc,demo-000-450c5bbc:p020,claude-sonnet-4-6,input,0,821
demo-000-450c5bbc,demo-000-450c5bbc:p020,claude-sonnet-4-6,output,0,2855
demo-000-450c5bbc,demo-000-450c5bbc:p020,claude-sonnet-4-6,cache_read,0,954335
demo-000-450c5bbc,demo-000-450c5bbc:p020,claude-sonnet-4-6,cache_write_5m,0,30739
demo-000-450c5bbc,demo-000-450c5bbc:p020,claude-sonnet-4-6,cache_write_1h,0,3554
demo-000-450c5bbc,demo-000-450c5bbc:p021,claude-haiku-4-5,input,0,1354
demo-000-450c5bbc,demo-000-450c5bbc:p021,claude-haiku-4-5,output,0,1585
demo-000-450c5bbc,demo-000-450c5bbc:p021,claude-haiku-4-5,cache_read,0,515613
demo-000-450c5bbc,demo-000-450c5bbc:p021,claude-haiku-4-5,cache_write_5m,0,21819
demo-000-450c5bbc,demo-000-450c5bbc:p021,claude-haiku-4-5,cache_write_1h,0,4343
demo-000-450c5bbc,demo-000-450c5bbc:p022,claude-sonnet-4-6,input,0,1374
demo-000-450c5bbc,demo-000-450c5bbc:p022,claude-sonnet-4-6,output,0,8084
demo-000-450c5bbc,demo-000-450c5bbc:p022,claude-sonnet-4-6,cache_read,0,2277280
demo-000-450c5bbc,demo-000-450c5bbc:p022,claude-sonnet-4-6,cache_write_5m,0,59574
demo-000-450c5bbc,demo-000-450c5bbc:p022,claude-sonnet-4-6,cache_write_1h,0,206
demo-000-450c5bbc,demo-000-450c5bbc:p023,claude-sonnet-4-6,input,0,259
demo-000-450c5bbc,demo-000-450c5bbc:p023,claude-sonnet-4-6,output,0,1737
demo-000-450c5bbc,demo-000-450c5bbc:p023,claude-sonnet-4-6,cache_read,0,355278
demo-000-450c5bbc,demo-000-450c5bbc:p023,claude-sonnet-4-6,cache_write_5m,0,12746
demo-000-450c5bbc,demo-000-450c5bbc:p023,claude-sonnet-4-6,cache_write_1h,0,6015
demo-000-450c5bbc,demo-000-450c5bbc:p024,claude-sonnet-4-6,input,0,825
demo-000-450c5bbc,demo-000-450c5bbc:p024,claude-sonnet-4-6,output,0,6824
demo-000-450c5bbc,demo-000-450c5bbc:p024,claude-sonnet-4-6,cache_read,0,1733908
demo-000-450c5bbc,demo-000-450c5bbc:p024,claude-sonnet-4-6,cache_write_5m,0,40105
demo-000-450c5bbc,demo-000-450c5bbc:p024,claude-sonnet-4-6,cache_write_1h,0,5641
demo-000-450c5bbc,demo-000-450c5bbc:p025,claude-sonnet-4-6,input,0,1108
demo-000-450c5bbc,demo-000-450c5bbc:p025,claude-sonnet-4-6,output,0,2221
demo-000-450c5bbc,demo-000-450c5bbc:p025,claude-sonnet-4-6,cache_read,0,834143
demo-000-450c5bbc,demo-000-450c5bbc:p025,claude-sonnet-4-6,cache_write_5m,0,14011
demo-000-450c5bbc,demo-000-450c5bbc:p025,claude-sonnet-4-6,cache_write_1h,0,3386
demo-000-450c5bbc,demo-000-450c5bbc:p026,claude-opus-4-8,input,0,1394
demo-000-450c5bbc,demo-000-450c5bbc:p026,claude-opus-4-8,output,0,3577
demo-000-450c5bbc,demo-000-450c5bbc:p026,claude-opus-4-8,cache_read,0,1158639
demo-000-450c5bbc,demo-000-450c5bbc:p026,claude-opus-4-8,cache_write_5m,0,19898
demo-000-450c5bbc,demo-000-450c5bbc:p026,claude-opus-4-8,cache_write_1h,0,3784
demo-000-450c5bbc,demo-000-450c5bbc:p027,claude-sonnet-4-6,input,0,553
demo-000-450c5bbc,demo-000-450c5bbc:p027,claude-sonnet-4-6,output,0,5701
demo-000-450c5bbc,demo-000-450c5bbc:p027,claude-sonnet-4-6,cache_read,0,1803568
demo-000-450c5bbc,demo-000-450c5bbc:p027,claude-sonnet-4-6,cache_write_5m,0,23336
demo-000-450c5bbc,demo-000-450c5bbc:p027,claude-sonnet-4-6,cache_write_1h,0,3085
demo-000-450c5bbc,demo-000-450c5bbc:p028,claude-haiku-4-5,input,0,907
demo-000-450c5bbc,demo-000-450c5bbc:p028,claude-haiku-4-5,output,0,1473
demo-000-450c5bbc,demo-000-450c5bbc:p028,claude-haiku-4-5,cache_read,0,486480
demo-000-450c5bbc,demo-000-450c5bbc:p028,claude-haiku-4-5,cache_write_5m,0,2780
demo-000-450c5bbc,demo-000-450c5bbc:p028,claude-haiku-4-5,cache_write_1h,0,2748
demo-000-450c5bbc,demo-000-450c5bbc:p029,claude-haiku-4-5,input,0,1171
demo-000-450c5bbc,demo-000-450c5bbc:p029,claude-haiku-4-5,output,0,1225
demo-000-450c5bbc,demo-000-450c5bbc:p029,claude-haiku-4-5,cache_read,0,265751
demo-000-450c5bbc,demo-000-450c5bbc:p029,claude-haiku-4-5,cache_write_5m,0,13112
demo-000-450c5bbc,demo-000-450c5bbc:p029,claude-haiku-4-5,cache_write_1h,0,7068
demo-000-450c5bbc,demo-000-450c5bbc:p030,claude-haiku-4-5,input,0,898
demo-000-450c5bbc,demo-000-450c5bbc:p030,claude-haiku-4-5,output,0,781
demo-000-450c5bbc,demo-000-450c5bbc:p030,claude-haiku-4-5,cache_read,0,481648
demo-000-450c5bbc,demo-000-450c5bbc:p030,claude-haiku-4-5,cache_write_5m,0,18247
demo-000-450c5bbc,demo-000-450c5bbc:p030,claude-haiku-4-5,cache_write_1h,0,6406
demo-000-450c5bbc,demo-000-450c5bbc:p031,claude-haiku-4-5,input,0,1335
demo-000-450c5bbc,demo-000-450c5bbc:p031,claude-haiku-4-5,output,0,3331
demo-000-450c5bbc,demo-000-450c5bbc:p031,claude-haiku-4-5,cache_read,0,1107688
demo-000-450c5bbc,demo-000-450c5bbc:p031,claude-haiku-4-5,cache_write_5m,0,36977
demo-000-450c5bbc,demo-000-450c5bbc:p031,claude-haiku-4-5,cache_write_1h,0,3983
demo-000-450c5bbc,demo-000-450c5bbc:p031,claude-haiku-4-5,server_tool_use,0,5
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-haiku-4-5,input,1,2660
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-haiku-4-5,output,1,1592
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-haiku-4-5,cache_read,1,2818
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-haiku-4-5,cache_write_5m,1,1302
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-sonnet-4-6,input,0,795
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-sonnet-4-6,output,0,3234
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-sonnet-4-6,cache_read,0,1117928
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-sonnet-4-6,cache_write_5m,0,12988
demo-000-450c5bbc,demo-000-450c5bbc:p032,claude-sonnet-4-6,cache_write_1h,0,2285
demo-000-450c5bbc,demo-000-450c5bbc:p033,claude-fable-5,input,0,732
demo-000-450c5bbc,demo-000-450c5bbc:p033,claude-fable-5,output,0,4190
demo-000-450c5bbc,demo-000-450c5bbc:p033,claude-fable-5,cache_read,0,2108604
demo-000-450c5bbc,demo-000-450c5bbc:p033,claude-fable-5,cache_write_5m,0,33551
demo-000-450c5bbc,demo-000-450c5bbc:p033,claude-fable-5,cache_write_1h,0,3384
demo-000-450c5bbc,demo-000-450c5bbc:p034,claude-opus-4-8,input,0,1346
demo-000-450c5bbc,demo-000-450c5bbc:p034,claude-opus-4-8,output,0,4926
demo-000-450c5bbc,demo-000-450c5bbc:p034,claude-opus-4-8,cache_read,0,1456226
demo-000-450c5bbc,demo-000-450c5bbc:p034,claude-opus-4-8,cache_write_5m,0,24852
demo-000-450c5bbc,demo-000-450c5bbc:p034,claude-opus-4-8,cache_write_1h,0,830
demo-000-450c5bbc,demo-000-450c5bbc:p035,claude-opus-4-8,input,0,1164
demo-000-450c5bbc,demo-000-450c5bbc:p035,claude-opus-4-8,output,0,3760
demo-000-450c5bbc,demo-000-450c5bbc:p035,claude-opus-4-8,cache_read,0,1312690
demo-000-450c5bbc,demo-000-450c5bbc:p035,claude-opus-4-8,cache_write_5m,0,17437
demo-000-450c5bbc,demo-000-450c5bbc:p035,claude-opus-4-8,cache_write_1h,0,4680
demo-000-450c5bbc,demo-000-450c5bbc:p036,claude-sonnet-4-6,input,0,584
demo-000-450c5bbc,demo-000-450c5bbc:p036,claude-sonnet-4-6,output,0,5115
demo-000-450c5bbc,demo-000-450c5bbc:p036,claude-sonnet-4-6,cache_read,0,1430407
demo-000-450c5bbc,demo-000-450c5bbc:p036,claude-sonnet-4-6,cache_write_5m,0,24202
demo-000-450c5bbc,demo-000-450c5bbc:p036,claude-sonnet-4-6,cache_write_1h,0,4818
demo-001-638b2bb1,demo-001-638b2bb1:p001,claude-opus-4-8,input,0,13579
demo-001-638b2bb1,demo-001-638b2bb1:p001,claude-opus-4-8,output,0,2165
demo-001-638b2bb1,demo-001-638b2bb1:p001,claude-opus-4-8,cache_read,0,325049
demo-001-638b2bb1,demo-001-638b2bb1:p001,claude-opus-4-8,cache_write_5m,0,77975
demo-001-638b2bb1,demo-001-638b2bb1:p001,claude-opus-4-8,cache_write_1h,0,22503
demo-001-638b2bb1,demo-001-638b2bb1:p002,claude-sonnet-4-6,input,0,334
demo-001-638b2bb1,demo-001-638b2bb1:p002,claude-sonnet-4-6,output,0,681
demo-001-638b2bb1,demo-001-638b2bb1:p002,claude-sonnet-4-6,cache_read,0,158899
demo-001-638b2bb1,demo-001-638b2bb1:p002,claude-sonnet-4-6,cache_write_5m,0,19272
demo-001-638b2bb1,demo-001-638b2bb1:p002,claude-sonnet-4-6,cache_write_1h,0,2754
demo-001-638b2bb1,demo-001-638b2bb1:p002,claude-sonnet-4-6,server_tool_use,0,5
demo-001-638b2bb1,demo-001-638b2bb1:p003,claude-fable-5,input,0,1232
demo-001-638b2bb1,demo-001-638b2bb1:p003,claude-fable-5,output,0,3222
demo-001-638b2bb1,demo-001-638b2bb1:p003,claude-fable-5,cache_read,0,411634
demo-001-638b2bb1,demo-001-638b2bb1:p003,claude-fable-5,cache_write_5m,0,26066
demo-001-638b2bb1,demo-001-638b2bb1:p003,claude-fable-5,cache_write_1h,0,1859
demo-001-638b2bb1,demo-001-638b2bb1:p004,claude-opus-4-8,input,0,1212
demo-001-638b2bb1,demo-001-638b2bb1:p004,claude-opus-4-8,output,0,2362
demo-001-638b2bb1,demo-001-638b2bb1:p004,claude-opus-4-8,cache_read,0,287997
demo-001-638b2bb1,demo-001-638b2bb1:p004,claude-opus-4-8,cache_write_5m,0,6787
demo-001-638b2bb1,demo-001-638b2bb1:p004,claude-opus-4-8,cache_write_1h,0,5576
demo-001-638b2bb1,demo-001-638b2bb1:p005,claude-opus-4-8,input,0,927
demo-001-638b2bb1,demo-001-638b2bb1:p005,claude-opus-4-8,output,0,3145
demo-001-638b2bb1,demo-001-638b2bb1:p005,claude-opus-4-8,cache_read,0,326559
demo-001-638b2bb1,demo-001-638b2bb1:p005,claude-opus-4-8,cache_write_5m,0,24359
demo-001-638b2bb1,demo-001-638b2bb1:p005,claude-opus-4-8,cache_write_1h,0,6522
demo-002-8356f0d0,demo-002-8356f0d0:p001,claude-fable-5,input,0,11630
demo-002-8356f0d0,demo-002-8356f0d0:p001,claude-fable-5,output,0,2202
demo-002-8356f0d0,demo-002-8356f0d0:p001,claude-fable-5,cache_read,0,278767
demo-002-8356f0d0,demo-002-8356f0d0:p001,claude-fable-5,cache_write_5m,0,43218
demo-002-8356f0d0,demo-002-8356f0d0:p001,claude-fable-5,cache_write_1h,0,2244
demo-002-8356f0d0,demo-002-8356f0d0:p002,claude-haiku-4-5,input,0,916
demo-002-8356f0d0,demo-002-8356f0d0:p002,claude-haiku-4-5,output,0,4097
demo-002-8356f0d0,demo-002-8356f0d0:p002,claude-haiku-4-5,cache_read,0,526493
demo-002-8356f0d0,demo-002-8356f0d0:p002,claude-haiku-4-5,cache_write_5m,0,37731
demo-002-8356f0d0,demo-002-8356f0d0:p002,claude-haiku-4-5,cache_write_1h,0,1646
demo-002-8356f0d0,demo-002-8356f0d0:p003,claude-haiku-4-5,input,0,1124
demo-002-8356f0d0,demo-002-8356f0d0:p003,claude-haiku-4-5,output,0,5258
demo-002-8356f0d0,demo-002-8356f0d0:p003,claude-haiku-4-5,cache_read,0,806546
demo-002-8356f0d0,demo-002-8356f0d0:p003,claude-haiku-4-5,cache_write_5m,0,43041
demo-002-8356f0d0,demo-002-8356f0d0:p003,claude-haiku-4-5,cache_write_1h,0,5701
demo-002-8356f0d0,demo-002-8356f0d0:p004,claude-sonnet-4-6,input,0,847
demo-002-8356f0d0,demo-002-8356f0d0:p004,claude-sonnet-4-6,output,0,2488
demo-002-8356f0d0,demo-002-8356f0d0:p004,claude-sonnet-4-6,cache_read,0,338196
demo-002-8356f0d0,demo-002-8356f0d0:p004,claude-sonnet-4-6,cache_write_5m,0,22112
demo-002-8356f0d0,demo-002-8356f0d0:p004,claude-sonnet-4-6,cache_write_1h,0,2429
demo-002-8356f0d0,demo-002-8356f0d0:p005,claude-sonnet-4-6,input,0,508
demo-002-8356f0d0,demo-002-8356f0d0:p005,claude-sonnet-4-6,output,0,5186
demo-002-8356f0d0,demo-002-8356f0d0:p005,claude-sonnet-4-6,cache_read,0,714815
demo-002-8356f0d0,demo-002-8356f0d0:p005,claude-sonnet-4-6,cache_write_5m,0,35780
demo-002-8356f0d0,demo-002-8356f0d0:p005,claude-sonnet-4-6,cache_write_1h,0,1267
demo-002-8356f0d0,demo-002-8356f0d0:p006,claude-haiku-4-5,input,0,471
demo-002-8356f0d0,demo-002-8356f0d0:p006,claude-haiku-4-5,output,0,4909
demo-002-8356f0d0,demo-002-8356f0d0:p006,claude-haiku-4-5,cache_read,0,742718
demo-002-8356f0d0,demo-002-8356f0d0:p006,claude-haiku-4-5,cache_write_5m,0,32657
demo-002-8356f0d0,demo-002-8356f0d0:p006,claude-haiku-4-5,cache_write_1h,0,3358
demo-002-8356f0d0,demo-002-8356f0d0:p007,claude-haiku-4-5,input,0,1453
demo-002-8356f0d0,demo-002-8356f0d0:p007,claude-haiku-4-5,output,0,2214
demo-002-8356f0d0,demo-002-8356f0d0:p007,claude-haiku-4-5,cache_read,0,486902
demo-002-8356f0d0,demo-002-8356f0d0:p007,claude-haiku-4-5,cache_write_5m,0,35732
demo-002-8356f0d0,demo-002-8356f0d0:p007,claude-haiku-4-5,cache_write_1h,0,4430
demo-002-8356f0d0,demo-002-8356f0d0:p008,claude-haiku-4-5,input,0,941
demo-002-8356f0d0,demo-002-8356f0d0:p008,claude-haiku-4-5,output,0,2805
demo-002-8356f0d0,demo-002-8356f0d0:p008,claude-haiku-4-5,cache_read,0,744287
demo-002-8356f0d0,demo-002-8356f0d0:p008,claude-haiku-4-5,cache_write_5m,0,30369
demo-002-8356f0d0,demo-002-8356f0d0:p008,claude-haiku-4-5,cache_write_1h,0,525
demo-002-8356f0d0,demo-002-8356f0d0:p009,claude-opus-4-8,input,0,1049
demo-002-8356f0d0,demo-002-8356f0d0:p009,claude-opus-4-8,output,0,3948
demo-002-8356f0d0,demo-002-8356f0d0:p009,claude-opus-4-8,cache_read,0,497349
demo-002-8356f0d0,demo-002-8356f0d0:p009,claude-opus-4-8,cache_write_5m,0,6697
demo-002-8356f0d0,demo-002-8356f0d0:p009,claude-opus-4-8,cache_write_1h,0,3165
demo-002-8356f0d0,demo-002-8356f0d0:p010,claude-opus-4-8,input,0,285
demo-002-8356f0d0,demo-002-8356f0d0:p010,claude-opus-4-8,output,0,3840
demo-002-8356f0d0,demo-002-8356f0d0:p010,claude-opus-4-8,cache_read,0,871355
demo-002-8356f0d0,demo-002-8356f0d0:p010,claude-opus-4-8,cache_write_5m,0,28717
demo-002-8356f0d0,demo-002-8356f0d0:p010,claude-opus-4-8,cache_write_1h,0,6434
demo-002-8356f0d0,demo-002-8356f0d0:p011,claude-haiku-4-5,input,0,861
demo-002-8356f0d0,demo-002-8356f0d0:p011,claude-haiku-4-5,output,0,2434
demo-002-8356f0d0,demo-002-8356f0d0:p011,claude-haiku-4-5,cache_read,0,676644
demo-002-8356f0d0,demo-002-8356f0d0:p011,claude-haiku-4-5,cache_write_5m,0,19021
demo-002-8356f0d0,demo-002-8356f0d0:p011,claude-haiku-4-5,cache_write_1h,0,3238
demo-002-8356f0d0,demo-002-8356f0d0:p012,claude-sonnet-4-6,input,0,876
demo-002-8356f0d0,demo-002-8356f0d0:p012,claude-sonnet-4-6,output,0,5778
demo-002-8356f0d0,demo-002-8356f0d0:p012,claude-sonnet-4-6,cache_read,0,1657950
demo-002-8356f0d0,demo-002-8356f0d0:p012,claude-sonnet-4-6,cache_write_5m,0,32926
demo-002-8356f0d0,demo-002-8356f0d0:p012,claude-sonnet-4-6,cache_write_1h,0,5194
demo-002-8356f0d0,demo-002-8356f0d0:p013,claude-opus-4-8,input,0,1376
demo-002-8356f0d0,demo-002-8356f0d0:p013,claude-opus-4-8,output,0,3303
demo-002-8356f0d0,demo-002-8356f0d0:p013,claude-opus-4-8,cache_read,0,998868
demo-002-8356f0d0,demo-002-8356f0d0:p013,claude-opus-4-8,cache_write_5m,0,24751
demo-002-8356f0d0,demo-002-8356f0d0:p013,claude-opus-4-8,cache_write_1h,0,6153
demo-003-47ba47d3,demo-003-47ba47d3:p001,claude-fable-5,input,0,11955
demo-003-47ba47d3,demo-003-47ba47d3:p001,claude-fable-5,output,0,4149
demo-003-47ba47d3,demo-003-47ba47d3:p001,claude-fable-5,cache_read,0,554173
demo-003-47ba47d3,demo-003-47ba47d3:p001,claude-fable-5,cache_write_5m,0,66343
demo-003-47ba47d3,demo-003-47ba47d3:p001,claude-fable-5,cache_write_1h,0,37127
demo-003-47ba47d3,demo-003-47ba47d3:p002,claude-fable-5,input,0,1060
demo-003-47ba47d3,demo-003-47ba47d3:p002,claude-fable-5,output,0,2306
demo-003-47ba47d3,demo-003-47ba47d3:p002,claude-fable-5,cache_read,0,624819
demo-003-47ba47d3,demo-003-47ba47d3:p002,claude-fable-5,cache_write_5m,0,29925
demo-003-47ba47d3,demo-003-47ba47d3:p002,claude-fable-5,cache_write_1h,0,4814
demo-003-47ba47d3,demo-003-47ba47d3:p003,claude-opus-4-8,input,0,611
